name,gender
ahuarcuden,male
ahuarelhue,male
ahuasahuas,male
ahue,male
ahuechei,male
ahueln,male
ahuen,male
ahuequechi,male
ahueuculen,male
ahueun,male
ahuircun,male
ahuiñ,male
ahuucan,male
ahuucanentun,male
ahuucaquechi,male
ahuuln,male
ahuun,male
ahuunman,male
ahuurhuur,male
ahuuuln,male
ahuuun,male
ahuuundungu,male
aian,male
aicardo,male
aicon,male
aidan,male
aidano,male
aifin,male
aigulfo,male
aihuiñ'n,male
aihuñtun,male
ailen,male
ailin,male
ailiñco,male
ailla,male
aillalelu,male
aillapataca,male
aillarehue,male
aimar,male
aimardo,male
aimery,male
aimé,male
ainslie,male
aiosha,male
aitalas,male
aitor,male
ajani,male
ajay,male
akagi,male
akari,male
akbar,male
aki,male
akif,male
akio,male
akira,male
akiva,male
aksapada gótama,male
aksel,male
al,male
alaciel,male
aladdin,male
aladino,male
alaian,male
alain,male
alair,male
alam,male
alan,male
alano,male
alaor,male
alaric,male
alarico,male
alastair,male
alban,male
albano,male
albar,male
albeiro,male
alben,male
alberico,male
albert,male
alberto,male
albin,male
albino,male
albuino,male
alcander,male
alceo,male
alcibiades,male
alcibíades,male
alcides,male
alcummayu,male
aldair,male
aldan,male
aldelmo,male
aldemar,male
alder,male
alderico,male
aldevar,male
aldo,male
aldwyn,male
aleardo,male
alec,male
alecio,male
aled,male
aleix,male
alejandro,male
alejo,male
alek,male
aleksan,male
aleksey,male
aleksy,male
alem,male
alen,male
aleron,male
alesandro,male
aleser,male
alesio,male
alessandro,male
alessio,male
alex,male
alexan,male
alexander,male
alexandre,male
alexandro,male
alexandros,male
alexei,male
alexey,male
alexiriz,male
alfa,male
alfeo,male
alfieri,male
alfio,male
alfonso,male
alfredo,male
algar,male
alger,male
algerico,male
alhue,male
ali,male
alibar,male
aliguen,male
alik,male
alim,male
alipo,male
alirio,male
alistair,male
alixse,male
alkun,male
allan,male
allard,male
allen,male
almandos,male
almanzor,male
almaquio,male
almiro,male
aloisio,male
aloiz,male
alojz,male
alon,male
alonso,male
alphonse,male
alpiniano,male
alston,male
altair,male
alter,male
alton,male
aluel,male
aluhue,male
alula,male
alun,male
alvar,male
alvaro,male
alvesio,male
alvin,male
alvis,male
amabello,male
amadeo,male
amadeus,male
amadis,male
amado,male
amador,male
amalio,male
aman,male
amancio,male
amandio,male
amando,male
amara simja,male
amara-kosha,male
amaranto,male
amarino,male
amaro,male
amaru,male
amauri,male
ambarisha,male
ambico,male
ambrosio,male
amed,male
amel,male
amelio,male
amenhotep,male
americo,male
amgehino,male
amideo,male
amiel,male
amilcar,male
amilkar,male
amin,male
amir,male
amiri,male
amit,male
amittai,male
ammiano,male
ammiel,male
ammon,male
ammonio,male
amon,male
amorino,male
amos,male
ampelio,male
ampelo,male
ampliado,male
amsha,male
amuyen,male
américo,male
amílcar,male
amós,male
anacario,male
anacleto,male
anacreote,male
ananias,male
ananías,male
anastacio,male
anastasio,male
anatalon,male
anatol,male
anatole,male
anatolio,male
anaxagoras,male
ande,male
andeolo,male
ander,male
anders,male
anderson,male
andersson,male
andes,male
andhaka,male
andino,male
andoni,male
andoquio,male
andranik,male
andre,male
andres,male
andreas,male
andrei,male
andreus,male
andrew,male
andrey,male
andrian,male
andries,male
andro,male
androcles,male
androgeo,male
andronico,male
andry,male
andrés,male
andrónico,male
andy,male
anecto,male
anele,male
anempodisto,male
anesio,male
anfiloquio,male
anfion,male
angel,male
angelico,male
angelo,male
angilberto,male
angulo,male
angus,male
aniah,male
aniano,male
anibal,male
aniceto,male
anieli,male
aniello,male
anil,male
anisio,male
ankari,male
anker,male
anoki,male
anolfo,male
anon,male
anquises,male
ansano,male
ansberto,male
anscario,male
ansel,male
anselme,male
anselmo,male
ansovino,male
antar,male
antares,male
antelmo,male
antelo,male
antenor,male
anteo,male
antero,male
antes,male
anthony,male
antidio,male
antigono,male
antimo,male
antino,male
antinogenes,male
antioco,male
antipas,male
antoine,male
antoliano,male
antolin,male
anton,male
antonello,male
antoni,male
antonino,male
antonio,male
antonios,male
antony,male
antranig,male
antsise,male
antu,male
antual,male
antuan,male
antun,male
anuar,male
anulen,male
anvon,male
anwar,male
aníbal,male
aparicio,male
apaz,male
apees,male
apeles,male
apelio,male
apiano,male
apodemio,male
apolinar,male
apolinario,male
apolo,male
apolodoro,male
apolonio,male
apro,male
aproniano,male
aptonio,male
apuleyo,male
aquila,male
aquileo,male
aquiles,male
aquilino,male
arabia,male
aracio,male
arador,male
arael,male
arakel,male
aram,male
aramis,male
arash,male
arauco,male
arbey,male
arbogasto,male
arcadio,male
arcangel,male
arcenio,male
archaluis,male
archer,male
archibald,male
archibaldo,male
archie,male
arconcio,male
ardaches,male
ardalion,male
ardashes,male
arden,male
ardin,male
ardon,male
arduino,male
areb,male
aref,male
arek,male
aren,male
ares,male
aretas,male
argentino,male
argeo,male
argimiro,male
argus,male
ari,male
arian,male
ariano,male
aric,male
aricin,male
arie,male
ariel,male
arif,male
arik,male
arim,male
ario,male
arion,male
ariosto,male
aristarco,male
aristeo,male
aristides,male
aristion,male
aristipo,male
aristo,male
aristobulo,male
aristocles,male
aristofanes,male
ariston,male
aristonico,male
aristoteles,male
aristóteles,male
arjuna,male
arkin,male
arley,male
arman,male
armand,male
armande,male
armando,male
armantario,male
armen,male
armenio,male
armindo,male
armogastes,male
arnaldo,male
arnaud,male
arndt,male
arne,male
arnie,male
arno,male
arnol,male
arnold,male
arnoldo,male
arnolfo,male
arnon,male
arnulfo,male
aroldo,male
aron,male
aroncio,male
arquelao,male
arquimides,male
arquipo,male
arquímedes,male
arrigo,male
arrio,male
arsacio,male
arsen,male
arsenio,male
arshak,male
art,male
artajerjes,male
artemio,male
artemon,male
arthur,male
artin,male
arturo,male
aruná,male
arvid,male
arwel,male
ary,male
aryaman,male
arye,male
aré,male
arístides,male
asaar,male
asael,male
asaf,male
asalfo,male
asbed,male
asbel,male
ascanio,male
asclas,male
asclepiades,male
asclepiodoto,male
asdrubal,male
asdrúbal,male
asel,male
aser,male
aset,male
asher,male
ashford,male
ashjen,male
ashlin,male
ashtar,male
ashuatama,male
ashur,male
asier,male
asincrito,male
asise,male
aslan,male
asmodeo,male
aspremo,male
assur,male
asterino,male
astika,male
astio,male
astor,male
asuero,male
asura,male
atahualpa,male
atahualpa de los andes,male
atalicio,male
ataliva,male
atalo,male
atanasio,male
atenodoro,male
atenogenes,male
athan,male
atherton,male
athos,male
atico,male
atieh,male
atiel,male
atila,male
atilio,male
aton,male
atri,male
attar,male
atuel,male
auberto,male
aubino,male
aubrey,male
auca,male
aucto,male
audacto,male
audaz,male
audberto,male
auden,male
audifaz,male
audomaro,male
audric,male
audun,male
augulo,male
augurio,male
augustal,male
augusto,male
augustus,male
aukan,male
aunario,male
aureliano,male
aurelio,male
aureo,male
ausano,male
ausonio,male
auspicio,male
austin,male
austregisilo,male
austremonio,male
austricliniano,male
autonomo,male
auxano,male
auxencio,male
auxibio,male
auxilio,male
avelino,male
aventino,male
avery,male
avigdor,male
avilio,male
avito,male
aviv,male
avtandil,male
awka,male
axael,male
axel,male
ayari,male
ayax,male
ayelen,male
ayrton,male
ayufal,male
ayukelen,male
ayün,male
azadanes,male
azades,male
azarias,male
azariel,male
azas,male
azimut,male
azize,male
azrael,male
azriel,male
aśoka,male
babilas,male
baco,male
bademo,male
bader,male
badir,male
bahari,male
bahiano,male
bahich,male
bail,male
bailey,male
baindridge,male
baird,male
bakasura,male
bala krisná,male
balam,male
balarama,male
balbino,male
balbo,male
balder,male
baldomero,male
balduino,male
baldur,male
baldwin,male
balint,male
baltar,male
baltasar,male
baltazar,male
balthazar,male
bambu,male
bancroft,male
bandury,male
banásura,male
baptiste,male
baraquisio,male
barbaciano,male
barbato,male
barbelo,male
barclay,male
barden,male
bardomiano,male
baris,male
barkev,male
barlaan,male
barnabas,male
barnard,male
barnett,male
barney,male
baroncio,male
barrett,male
barry,male
barsabas,male
barsen,male
barsimeo,male
bart,male
bartolo,male
bartolome,male
bartolomé,male
barton,male
baruc,male
baruch,male
baruir,male
baruj,male
barula,male
basiano,male
basil,male
basileo,male
basiliano,male
basilides,male
basilio,male
basilisco,male
basolo,male
bassi,male
basso,male
bast,male
bastian,male
bat,male
baudelio,male
baudhaiana,male
baudilio,male
bautista,male
bavon,male
baxter,male
bayaceto,male
bayan,male
bayard,male
bayulo,male
beacan,male
beagan,male
beaman,male
beano,male
beato,male
beau,male
beaumont,male
beauregard,male
beck,male
beda,male
beder,male
beism,male
belarmino,male
beldon,male
belerofonte,male
belgrano,male
belino,male
belisario,male
belsor,male
beltran,male
beltrán,male
bem,male
ben,male
benedict,male
benedicta,male
benedicto,male
benen,male
benet,male
benett,male
benicio,male
benigno,male
benito,male
benjamin,male
benjamín,male
bennett,male
benny,male
benoit,male
benon,male
benson,male
bent,male
bentley,male
bento,male
benyamin,male
beranger,male
berardo,male
berengario,male
bergo,male
bergoi,male
bergren,male
berk,male
berkeley,male
berko,male
bern,male
bernabe,male
bernabé,male
bernard,male
bernardino,male
bernardo,male
berne,male
bernhard,male
berniago,male
bernie,male
bernon,male
bernwardo,male
beronico,male
bert,male
bertel,male
berthold,male
bertil,male
bertino,male
bertoldo,male
berton,male
bertrand,male
bertulfo,male
besa,male
besarion,male
beto,male
betuel,male
bevan,male
bhaga,male
bhajan,male
bharadvaya,male
bharata,male
bhavaviveka,male
bhayron,male
bhima,male
bhishmá,male
bhrigu,male
biagio,male
bialy,male
bianor,male
biblides,male
bicor,male
bienvenido,male
bilal,male
billy,male
biniamin,male
birilo,male
birino,male
birney,male
birtle,male
bishop,male
biviano,male
bjorn,male
blade,male
bladimiro,male
blaine,male
blaise,male
blandino,male
blas,male
blasco,male
blasides,male
blaze,male
bly,male
bob,male
boden,male
boecio,male
bogart,male
bogdan,male
bogos,male
bogumil,male
bogusław,male
bohdan,male
boleslao,male
bolton,male
bonaiunta,male
bond,male
bonfilio,male
boni,male
bonifacio,male
bonito,male
bono,male
bononio,male
bonoso,male
booker,male
boone,male
boram,male
borden,male
boreas,male
boris,male
borja,male
borna,male
bosco,male
boulus,male
boutros,male
bowen,male
bowie,male
bowman,male
boyan,male
boyce,male
boyd,male
boyden,male
brad,male
braden,male
bradford,male
bradley,male
bradney,male
brady,male
bram,male
bran,male
branco,male
brand,male
brando,male
brandon,male
brangelio,male
branimir,male
branko,male
brant,male
braulio,male
braxton,male
brayan,male
breck,male
brencis,male
brendan,male
brendano,male
brenie,male
brennan,male
breno,male
brent,male
brentan,male
breogn,male
bretanion,male
brett,male
brewster,male
brfxxccxxmnpcccclllmmnprxvclmnckssqlbb11116,male
brian,male
briccio,male
brice,male
brich,male
bricio,male
brieg,male
brighton,male
brigido,male
brihaspati,male
brijadratha,male
brink,male
brock,male
broderick,male
brody,male
bronislao,male
bronisław,male
bronson,male
brooks,male
bruce,male
bruno,male
bruto,male
bryan,male
bryant,male
bryce,male
brychan,male
bryson,male
bucardo,male
bucefalo,male
buck,male
bud,male
buda,male
buddy,male
buenaventura,male
burgess,male
burian,male
burke,male
burney,male
burr,male
burt,male
burton,male
byrd,male
byron,male
cadin,male
cadmiel,male
caelan,male
caleb,male
calfunahuel,male
calimerio,male
calinico,male
caliopio,male
calistenes,male
calisto,male
calistrato,male
calixto,male
calocero,male
calogero,male
calvin,male
camacho,male
cambises,male
camden,male
camerino,male
camilo,male
camwy,male
canaan,male
cancio,male
candidiano,male
candido,male
canek,male
canico,male
canion,male
cantalicio,male
cantidio,male
canuto,male
capiton,male
caprasio,male
caralipo,male
carauno,male
carisio,male
cariton,male
carleton,male
carliste,male
carlitos,male
carlo,male
carlomagno,male
carlos,male
carlton,male
carmelo,male
carpo,male
carpoforo,male
carponio,male
carrick,male
carson,male
carter,male
carterio,male
carver,male
casandro,male
casiano,male
casimiro,male
casio,male
casiodoro,male
caspar,male
casper,male
cassidy,male
cassius,male
casto,male
castor,male
castorio,male
castrense,male
castriciano,male
castulo,male
cataldo,male
cato,male
caton,male
catrian,male
catriel,male
catulino,male
catulo,male
causiano,male
cayetano,male
cayo,male
ceadas,male
ceasar,male
cecil,male
cecilio,male
cedar,male
cedric,male
ceferino,male
celedonio,male
celerino,male
celestino,male
celiano,male
celio,male
celso,male
cenobio,male
censurio,male
cerbero,male
cerbonio,male
cereal,male
cerne,male
cesar,male
cesaraugustanus,male
cesareo,male
cesario,male
cesidio,male
ceumar,male
chad,male
chaim,male
chal,male
chale,male
chalmers,male
chance,male
chancellor,male
chander,male
chandler,male
chandra,male
chaney,male
chapman,male
charles,male
chase,male
chauncey,male
chay,male
chayton,male
che,male
chen,male
cheney,male
cheng ko,male
chester,male
chevalier,male
childerico,male
chilton,male
chin,male
chiávana,male
christhian,male
christiam,male
christian,male
christopher,male
christos,male
chuck,male
chukwuma,male
cháraka,male
cian,male
ciceron,male
cindeo,male
cintio,male
cipriano,male
cirano,male
ciriaco,male
cirilio,male
cirilo,male
cirineo,male
cirino,male
ciro,male
ciselo,male
citino,male
clarence,male
clarencio,male
clark,male
clarke,male
claro,male
clasico,male
clateo,male
claude,male
claudio,male
claus,male
clay,male
clayton,male
clearvon,male
cleary,male
clemenet,male
clemens,male
clemente,male
clementino,male
cleofas,male
cleon,male
cleonico,male
clero,male
cleto,male
cleveland,male
clever,male
clicerio,male
cliff,male
clifford,male
clifton,male
climaco,male
clinio,male
clint,male
clinton,male
cliver,male
clodoaldo,male
clodomiro,male
clodoveo,male
clodulfo,male
codrato,male
cohiue,male
coirón,male
coleman,male
colin,male
collin,male
colm,male
colman,male
colmano,male
colomano,male
colombino,male
colombo,male
colon,male
colter,male
colton,male
columbano,male
comodo,male
conan,male
conceso,male
concordio,male
confucio,male
conlan,male
connor,male
cono,male
conon,male
conor,male
conrad,male
conrado,male
constancio,male
constantin,male
constantine,male
constantino,male
contardo,male
conway,male
cook,male
cooper,male
copretes,male
coran,male
corbett,male
corbin,male
corbiniano,male
corcoran,male
cordell,male
corebo,male
corey,male
coriolano,male
cornelio,male
cornelius,male
cornell,male
corona,male
coronados,male
corono,male
cort,male
cory,male
coslet,male
cosme,male
cosmo,male
cotido,male
courtland,male
craton,male
crecencio,male
creighton,male
crescenciano,male
crescencio,male
crescencion,male
crescente,male
cresconio,male
creso,male
crisanto,male
crisoforo,male
crisogono,male
crisol,male
crisologo,male
crisostomo,male
crisotelo,male
crispin,male
crispiniano,male
crispo,male
crispolo,male
crispulo,male
crispín,male
cristhiam,male
cristhian,male
cristhyan,male
cristian,male
cristiano,male
cristino,male
cristián,male
cristobal,male
cristopher,male
cristóbal,male
crisóstomo,male
cromacio,male
cronidas,male
crosby,male
cuadragesimo,male
cuadrato,male
cuartila,male
cuarto,male
cuauhtémoc,male
cucia,male
cucufate,male
cullen,male
culmacio,male
cuniberto,male
cupido,male
curcudomo,male
curonoto,male
curt,male
curtis,male
custodio,male
cutberto,male
cutmano,male
cynric,male
cyprien,male
cyrano,male
cyril,male
cyrus,male
cándido,male
césar,male
daciano,male
dacio,male
dadas,male
dadhichi,male
dag,male
dagan,male
dago,male
dagoberto,male
dahiel,male
daian,male
daiano,male
dairo,male
daksha,male
dalan,male
dalmacio,male
dalmiro,male
dalton,male
damalis,male
damasio,male
damaso,male
damek,male
damian,male
damiano,male
damir,male
damián,male
damon,male
dan,male
dane,male
danel,male
dangelo,male
daniel,male
danilo,male
danimiro,male
danko,male
danny,male
dante,male
darby,male
darciel,male
dardo,male
darek,male
daren,male
darian,male
dariel,male
darien,male
darin,male
dario,male
darko,male
darnell,male
darrel,male
darren,male
darrin,male
darryl,male
darshan,male
darío,male
dasharatha,male
dasio,male
dastan,male
dativo,male
dato,male
dave,male
david,male
davin,male
davino,male
davis,male
davor,male
dax,male
de dios,male
de jesus,male
deacon,male
dean,male
decio,male
decker,male
decoroso,male
dedalo,male
deian,male
del tehushén,male
delano,male
delbert,male
delcola,male
delfin,male
delfino,male
delfor,male
delsin,male
deman,male
demetrio,male
demetrius,male
demi,male
demian,male
democrito,male
demostenes,male
dempster,male
dennis,male
deodato,male
deogracias,male
der,male
derek,male
derex,male
dermot,male
derrick,male
derry,male
desi,male
desiderio,male
desmond,male
devabhuti,male
devala,male
devis,male
devlin,male
devnet,male
dewey,male
dewi,male
dexter,male
dhylan,male
diago,male
diallo,male
dick,male
dictimio,male
didar,male
didier,male
didimo,male
didio,male
diederick,male
diego,male
dieter,male
dilan,male
dillan,male
dillon,male
dimas,male
dimitri,male
dino,male
dioclediano,male
diocles,male
diodoro,male
diogenes,male
diomedes,male
dion,male
dionel,male
dionicio,male
dionisio,male
dionysus,male
dioscoro,male
diosdado,male
dirk,male
disibordo,male
divico,male
dixie,male
dixon,male
dmitri,male
doane,male
dobromir,male
dobry,male
dolce,male
dom,male
domenico,male
domiciano,male
domicio,male
domingo,male
dominic,male
dominick,male
dominion,male
don,male
donadio,male
donald,male
donaldo,male
donardo,male
donat,male
donatien,male
donato,male
donato - donatto,male
donnelly,male
dorian,male
doron,male
doroteo,male
dorzong,male
dositeo,male
dougal,male
doughton,male
douglas,male
douglass,male
dov,male
dovber,male
doyle,male
draco,male
drake,male
drazen,male
drew,male
dritarastra,male
droctoveo,male
drogon,male
drupada,male
druso,male
dudley,male
duff,male
dugan,male
duglas,male
duham,male
duilio,male
duke,male
dulas,male
dulce jesus,male
dulcidio,male
dulio,male
duman,male
duncan,male
dunlop,male
dunn,male
dunstan,male
dunstano,male
durand,male
durvasa,male
duryodhana,male
dusan,male
duscha,male
dustin,male
dusty,male
dutch,male
duvan,male
dwayne,male
dwight,male
dylan,male
dymas,male
dyēus,male
dámaso,male
eadberto,male
eadmundo,male
eadoin,male
eamon,male
eaton,male
ebal,male
eban,male
eberardo,male
ebiciaro,male
ebon,male
ebrill,male
ebrulfo,male
ecequiel,male
eciar,male
edan,male
edberto,male
eddersson,male
eddine,male
edelmar,male
edelmiro,male
eden,male
eder,male
edesio,male
edeso,male
edgar,male
edgard,male
edgardo,male
edier,male
edilberto,male
edilio,male
edipo,male
edison,male
edisson,male
edistio,male
edmundo,male
edsel,male
edson,male
eduar,male
eduard,male
eduardo,male
edward,male
edwardo,male
edwin,male
eero,male
efebo,male
efisio,male
efraim,male
efrain,male
efrat,male
efraím,male
efraín,male
efrem,male
efren,male
efrog,male
egan,male
egberto,male
egduno,male
egeo,male
egidio,male
egisto,male
egmidio,male
egon,male
egryn,male
ehibrajam,male
eial,male
eibe,male
eidan,male
einar,male
eirlan,male
eitan,male
eitel,male
eladio,male
elber,male
elbio,male
eldelman,male
elden,male
eldon,male
eleazar,male
eleazaro,male
elek,male
elenio,male
eleodoro,male
eleuterio,male
eli,male
eliab,male
eliahu,male
eliam,male
elias,male
elicio,male
elido,male
eliecer,male
eliel,male
eliezer,male
elifonso,male
eligio,male
elijah,male
elimelej,male
elinemas,male
elio,male
eliodoro,male
eliot,male
elisama,male
elisandro,male
eliseo,male
elisio,male
eljanan,male
elkan,male
elkin,male
ellery,male
elliot,male
elmar,male
elmo,male
eloi,male
eloy,male
elpidio,male
elsio,male
elton,male
elvin,male
elvio,male
elvis,male
elías,male
emanuel,male
emanuele,male
emanuelle,male
emerenciano,male
emerico,male
emerio,male
emerson,male
emery,male
emeterio,male
emigdio,male
emil,male
emiliano,male
emilio,male
emir,male
emmanuel,male
emmett,male
enadio,male
eneas,male
engelberto,male
enio,male
ennio,male
ennis,male
enoc,male
enoch,male
enodio,male
enrico,male
enrique,male
enuel,male
enunciano,male
enyeto,male
enzel,male
enzo,male
enós,male
eoin,male
eolo,male
eos,male
ephraim,male
epicuro,male
epifanio,male
epigmeno,male
epimaco,male
epimenides,male
epumari,male
eraclio,male
erardo,male
erasmo,male
erasmus,male
erastostenes,male
erastrato,male
erastus,male
erebo,male
erek,male
ergasto,male
eric,male
erick,male
erico,male
erik,male
eriè,male
erland,male
ermelando,male
ermindo,male
ermino,male
erminoldo,male
ernaldo,male
ernest,male
ernestino,male
ernesto,male
ernie,male
erno,male
erol,male
eros,male
errol,male
erskine,male
eruedo,male
ervaldo,male
erwin,male
eryx,male
esau,male
esaú,male
escipion,male
escubiculo,male
esculapio,male
esdras,male
esiben,male
esio,male
esiquio,male
eslem,male
esme,male
esmond,male
esopo,male
espartaco,male
especioso,male
espen,male
esperato,male
espin,male
espinolo,male
espiridion,male
espolono,male
esquirion,male
essien,male
estanislao,male
esteban,male
estefano,male
estraton,male
esutrato,male
esutremonio,male
etbino,male
eteberto,male
etelberto,male
etelfrido,male
etelwoldo,male
eterio,male
ethan,male
ethelbaldo,male
etienne,male
eton,male
etu,male
euberto,male
eubulo,male
eucario,male
eucarpo,male
euclides,male
eudes,male
eudoro,male
eudosio,male
eudoxio,male
eufemio,male
eufrasio,male
eufronio,male
eugene,male
eugenio,male
eulalio,male
eulogio,male
eumenio,male
euno,male
eupilo,male
euprepio,male
euquerio,male
eurico,male
euripides,male
eusebio,male
eusiquio,male
eustacio,male
eustaquio,male
eustasio,male
eustato,male
eusterio,male
eustoquio,male
eustorgio,male
eustosio,male
eutimio,male
eutiques,male
eutiquiano,male
eutiquio,male
eutrapio,male
eutropio,male
euvaldo,male
evagrio,male
evan,male
evander,male
evando,male
evangelino,male
evangelista,male
evans,male
evaristo,male
evasio,male
evelio,male
evencio,male
ever,male
everardo,male
everett,male
evergisto,male
evermodo,male
everton,male
evilasio,male
evodio,male
evrardo,male
evrulfo,male
exanto,male
exequiel,male
expedito,male
exuperancio,male
exuperio,male
ezekiel,male
ezequias,male
ezequiel,male
ezio,male
ezra,male
fabian,male
fabiano,male
fabio,male
fabián,male
fabriciano,male
fabricio,male
fabrizio,male
facundo,male
fadrique,male
fady,male
fagan,male
fai,male
fairfax,male
faisal,male
falcon,male
fandilas,male
fantino,male
faraj,male
faraon,male
farid,male
faris,male
farnacio,male
faron,male
farrell,male
fatin,male
faustiniano,male
faustino,male
fausto,male
favio,male
fazzio,male
febadio,male
febo,male
febronio,male
federico,male
fedor,male
feliciano,male
felicisimo,male
felipe,male
felix,male
fenton,male
fequino,male
ferdinand,male
ferdinando,male
fergal,male
fergus,male
ferman,male
fermin,male
fermín,male
fernando,male
ferney,male
ferran,male
ferreol,male
ferreolo,male
ferris,male
ferrucio,male
ferto,male
fiacro,male
fibiceo,male
fick,male
fidel,male
fidenciano,male
fidencio,male
fidolo,male
filadelfo,male
filan,male
filapiano,male
filastro,male
fileas,male
filemon,male
filemón,male
filiberto,male
filindo,male
filipe . martir festiv. 17 de agosto,male
filipo,male
filippo,male
filoctetes,male
filogeno,male
filon,male
filoteo,male
filotero,male
finch,male
finiano,male
finley,male
finn,male
finnian,male
fintano,male
firman,male
firmato,male
firmiliano,male
firmo,male
firneo,male
fitzpatrick,male
fiódor,male
flaminio,male
flann,male
flannery,male
flavian,male
flaviano,male
flavio,male
fletcher,male
flinn,male
floreal,male
florencio,male
florente,male
florentino,male
florestano,male
florian,male
floriano,male
florindo,male
florio,male
florián,male
floro,male
floviano,male
floyd,male
flynn,male
focas,male
focio,male
folco,male
forbes,male
forest,male
formerio,male
forrest,male
forrester,male
fortunato,male
foster,male
fotino,male
franc. de caracciolo,male
franc. de jeronimo,male
franc. de posadas,male
francesco,male
francino,male
francisco,male
francisco colmenario,male
francisco de asis,male
francisco de borja,male
francisco de paula,male
francisco de regis,male
francisco de sales,male
francisco galvez,male
francisco javier,male
francisco solano,male
francisco tilelman,male
franco,male
francois,male
francziszek,male
frank,male
franklin,male
frankly,male
franklyn,male
franz,male
frasier,male
fraterno,male
fred,male
freddy,male
frederich,male
frederico,male
fredeswinda,male
fredi,male
fredy,male
fremont,male
frick,male
fridolino,male
friedrich,male
frigidiano,male
fritz,male
fritzi,male
froabuga,male
froberto,male
froilan,male
froilán,male
fronton,male
frosculo,male
fructulo,male
fructuoso,male
frumencio,male
fuad,male
fubrado,male
fulberto,male
fulco,male
fulgencio,male
fulvio,male
fursy,male
fusiano,male
félix,male
gabe,male
gabelo,male
gabino,male
gabriel,male
gadi,male
gadiel,male
gael,male
gaetano,male
gage,male
gago,male
gaius,male
galdino,male
galen,male
galeno,male
galgano,male
galicano,male
galileo,male
gallagher,male
galo,male
galt,male
galton,male
galvin,male
gamal,male
gamaliel,male
gamble,male
gamelberto,male
gandharva,male
gandolfo,male
gandulfo,male
ganesha,male
ganimedes,male
gannon,male
garabed,male
garaint,male
gardel,male
gardis,male
gareth,male
garga muni,male
garibaldi,male
garret,male
garrett,male
garrick,male
garridan,male
garrison,male
garry,male
garson,male
garth,male
garudá,male
garwood,male
gary,male
gaspar,male
gaston,male
gastón,male
gaudencio,male
gauderico,male
gaudioso,male
gausberto,male
gautama,male
gavin,male
gavrie,male
gavriel,male
gaylord,male
geanluca,male
geary,male
gebhard,male
gedeon,male
gedeón,male
gelasio,male
gelver,male
gemelo,male
geminiano,male
gemino,male
genadio,male
genaro,male
genciano,male
gene,male
generoso,male
gennaro,male
genson,male
gento,male
geoffrey,male
george,male
georges,male
geovani,male
geovanni,male
gerald,male
geraldo,male
gerallt,male
gerard,male
gerardo,male
gerasimo,male
gerbrando,male
geremaro,male
geremias,male
gerik,male
gerlac,male
germain,male
german,male
germanico,male
germano,male
germán,male
geroldo,male
geroncio,male
geronimo,male
gerson,male
gervacio,male
gervasio,male
geseon,male
gever,male
ghael,male
ghislain,male
giacomo,male
gian,male
giancarlo,male
gianfranco,male
gianluca,male
gianlucas,male
gianlucca,male
gianmarco,male
giann,male
gianni,male
giano,male
gibson,male
gil,male
gilbert,male
gilberto,male
gilcerio,male
gildardo,male
gildas,male
gilen,male
giles,male
gines,male
